"time","type","value"
2010,"consumption",1500.86959672613
2010,"withdrawal",44456.0142893348
2012,"consumption",1360.09122251577
2012,"withdrawal",36239.0274894681
2014,"consumption",1413.56027562697
2014,"withdrawal",38570.2445122843
2016,"consumption",1258.46170882145
2016,"withdrawal",32315.1249816613
2018,"consumption",1247.37446015668
2018,"withdrawal",30911.4003968811
2020,"consumption",1267.13560830005
2020,"withdrawal",31160.8604428686
2022,"consumption",1283.6163356772
2022,"withdrawal",30491.6453535524
2024,"consumption",1301.42320694658
2024,"withdrawal",30668.1575928449
2026,"consumption",1299.69112343778
2026,"withdrawal",30336.1739151031
2028,"consumption",1272.0409009251
2028,"withdrawal",29551.2766969251
2030,"consumption",1240.96985415737
2030,"withdrawal",28217.1376890122
2032,"consumption",1201.27881915176
2032,"withdrawal",26371.5962464903
2034,"consumption",1207.38201571838
2034,"withdrawal",25386.6369871948
2036,"consumption",1192.27413684097
2036,"withdrawal",24435.5394124432
2038,"consumption",1178.47702561315
2038,"withdrawal",23834.0902826866
2040,"consumption",1176.04947904905
2040,"withdrawal",23349.2855754319
2042,"consumption",1161.40717831413
2042,"withdrawal",22904.1017302384
2044,"consumption",1140.9394837484
2044,"withdrawal",21939.0836061687
2046,"consumption",1074.35815048626
2046,"withdrawal",19068.8949773462
2048,"consumption",975.449606397558
2048,"withdrawal",16577.2048249416
2050,"consumption",894.675476111344
2050,"withdrawal",14759.4088668847
